# file: /home/timv/projects/textmill/RexaTextmill/../data/rexa-fullpaper/ghuang/ftp:##www.cs.yale.edu#pub#TR#tr1280.pdf.pp.tagged.xml.timv.xml.timv2.xml
I-institution	Yale	2406	4923	-1
I-institution	University	2406	4923	-1
I-institution	Department	1638	4704	172
I-institution	of	1638	4704	172
I-institution	Computer	1638	4704	172
I-institution	Science	1638	4704	172
I-address	P.O. 	2662	4168	133
I-address	Box	2662	4168	133
I-address	208205	2662	4168	133
I-address	NewHaven	2386	4032	133
I-address	,	2386	4032	133
I-address	CT06520 - 8285	2386	4032	133
I-title	Urn	2644	3314	120
I-title	Automata	2644	3314	120
B-author	Dana	2644	3314	120
I-author	Angluin	2644	3314	120
B-author	James	2644	3314	120
I-author	Aspnes	2644	3314	120
B-author	Zoe	2644	3314	120
I-author	Diamadi	2644	3314	120
B-author	Michael	2644	3314	120
I-author	J.	2644	3314	120
I-author	Fischer	2644	3314	120
B-author	Rene	2644	3314	120
I-author	Peralta	2644	3314	120
I-tech	YALEU	2644	3314	120
I-tech	/	2644	3314	120
I-tech	DCS	2644	3314	120
I-tech	/	2644	3314	120
I-tech	TR-1280	2644	3314	120
I-date	November	2644	3314	120
I-date	5	2644	3314	120
I-date	,	2644	3314	120
I-date	2003	2644	3314	120
I-date	1	1071	1107	70
I-institution	Yale	1071	1107	70
I-institution	University	1071	1107	70
I-institution	Department	1071	1107	70
I-institution	of	1071	1107	70
I-institution	Computer	1071	1107	70
I-institution	Science	1071	1107	70
I-institution	.	1071	1107	70
I-note	2	1071	1107	70
I-note	SupportedinpartbyNSFgrantsCCR	1115	954	121
I-note	-	1115	954	121
I-note	9820888	1115	954	121
I-note	,	1115	954	121
I-note	CCR - 0098078	1115	954	121
I-note	,	1115	954	121
I-note	andCCR	1115	954	121
I-note	-	1115	954	121
I-note	0305258	1115	954	121
I-note	.	1115	954	121
I-note	3	1071	873	70
I-note	SupportedinpartbyONRgrantN	1115	837	121
I-note	00014 - 01 - 1 - 0795	1115	837	121
I-note	.	1115	837	121
I-title	Urn	1115	837	121
I-title	Automata	1115	837	121
B-author	Dana	1115	837	121
I-author	Angluin	1115	837	121
B-author	James	1115	837	121
I-author	Aspnes	1115	837	121
B-author	Zoe	1115	837	121
I-author	Diamadi	1115	837	121
B-author	Michael	1115	837	121
I-author	J.	1115	837	121
I-author	Fischer	1115	837	121
B-author	Rene	1115	837	121
I-author	Peralta	1115	837	121
I-abstract	Abstract	1115	837	121
I-abstract	Urn	1142	5483	121
I-abstract	automata	1142	5483	121
I-abstract	are	1885	5483	121
I-abstract	a	1885	5483	121
I-abstract	new	1885	5483	121
I-abstract	class	1885	5483	121
I-abstract	of	1885	5483	121
I-abstract	automata	1885	5483	121
I-abstract	consisting	1885	5483	121
I-abstract	of	1885	5483	121
I-abstract	an	1885	5483	121
I-abstract	input	1885	5483	121
I-abstract	tape	1885	5483	121
I-abstract	,	1885	5483	121
I-abstract	a	1885	5483	121
I-abstract	finite	1885	5483	121
I-abstract	-	1885	5483	121
I-abstract	state	1885	5483	121
I-abstract	controller	1885	5483	121
I-abstract	,	1885	5483	121
I-abstract	and	993	5363	121
I-abstract	an	993	5363	121
I-abstract	urn	993	5363	121
I-abstract	containing	993	5363	121
I-abstract	tokens	993	5363	121
I-abstract	with	993	5363	121
I-abstract	a	993	5363	121
I-abstract	finite	993	5363	121
I-abstract	set	993	5363	121
I-abstract	of	993	5363	121
I-abstract	colors	993	5363	121
I-abstract	,	993	5363	121
I-abstract	where	993	5363	121
I-abstract	the	993	5363	121
I-abstract	finite	993	5363	121
I-abstract	-	993	5363	121
I-abstract	state	993	5363	121
I-abstract	controller	993	5363	121
I-abstract	can	993	5244	121
I-abstract	sample	993	5244	121
I-abstract	and	993	5244	121
I-abstract	replace	993	5244	121
I-abstract	tokens	993	5244	121
I-abstract	in	993	5244	121
I-abstract	the	993	5244	121
I-abstract	urn	993	5244	121
I-abstract	but	993	5244	121
I-abstract	cannot	993	5244	121
I-abstract	control	993	5244	121
I-abstract	which	993	5244	121
I-abstract	tokens	993	5244	121
I-abstract	it	993	5244	121
I-abstract	receives	993	5244	121
I-abstract	.	993	5244	121
I-abstract	We	993	5244	121
I-abstract	consider	993	5244	121
I-abstract	the	993	5124	121
I-abstract	computational	993	5124	121
I-abstract	power	993	5124	121
I-abstract	of	993	5124	121
I-abstract	urn	993	5124	121
I-abstract	automata	993	5124	121
I-abstract	,	993	5124	121
I-abstract	showing	993	5124	121
I-abstract	that	993	5124	121
I-abstract	an	993	5124	121
I-abstract	urn	993	5124	121
I-abstract	automaton	993	5124	121
I-abstract	with	993	5124	121
I-abstract	O	4774	5124	100
I-abstract	(	4774	5124	100
I-abstract	f	4774	5124	100
I-abstract	(	4774	5124	100
I-abstract	n	4774	5124	100
I-abstract	)	4774	5124	100
I-abstract	)	4774	5124	100
I-abstract	tokens	993	5004	121
I-abstract	can	993	5004	121
I-abstract	,	993	5004	121
I-abstract	with	993	5004	121
I-abstract	high	993	5004	121
I-abstract	probability	993	5004	121
I-abstract	,	993	5004	121
I-abstract	simulate	993	5004	121
I-abstract	a	993	5004	121
I-abstract	probabilistic	993	5004	121
I-abstract	Turing	993	5004	121
I-abstract	machine	993	5004	121
I-abstract	using	993	5004	121
I-abstract	O	4629	5004	100
I-abstract	(	4629	5004	100
I-abstract	log	4629	5004	100
I-abstract	f	4629	5004	100
I-abstract	(	4629	5004	100
I-abstract	n	4629	5004	100
I-abstract	)	4629	5004	100
I-abstract	)	4629	5004	100
I-abstract	space	993	4885	121
I-abstract	and	993	4885	121
I-abstract	vice	993	4885	121
I-abstract	versa	993	4885	121
I-abstract	,	993	4885	121
I-abstract	as	993	4885	121
I-abstract	well	993	4885	121
I-abstract	as	993	4885	121
I-abstract	giving	993	4885	121
I-abstract	several	993	4885	121
I-abstract	technical	993	4885	121
I-abstract	results	993	4885	121
I-abstract	showing	993	4885	121
I-abstract	that	993	4885	121
I-abstract	the	993	4885	121
I-abstract	computational	993	4885	121
I-abstract	power	993	4765	121
I-abstract	of	993	4765	121
I-abstract	urn	993	4765	121
I-abstract	automata	993	4765	121
I-abstract	is	993	4765	121
I-abstract	not	993	4765	121
I-abstract	affected	993	4765	121
I-abstract	by	993	4765	121
I-abstract	variations	993	4765	121
I-abstract	in	993	4765	121
I-abstract	parameters	993	4765	121
I-abstract	such	993	4765	121
I-abstract	as	993	4765	121
I-abstract	the	993	4765	121
I-abstract	size	993	4765	121
I-abstract	of	993	4765	121
I-abstract	the	993	4765	121
I-abstract	state	993	4765	121
I-abstract	space	993	4646	121
I-abstract	,	993	4646	121
I-abstract	the	993	4646	121
I-abstract	number	993	4646	121
I-abstract	of	993	4646	121
I-abstract	tokens	993	4646	121
I-abstract	sampled	993	4646	121
I-abstract	per	993	4646	121
I-abstract	step	993	4646	121
I-abstract	,	993	4646	121
I-abstract	and	993	4646	121
I-abstract	so	993	4646	121
I-abstract	forth	993	4646	121
I-abstract	.	993	4646	121
I-abstract	Motivated	993	4646	121
I-abstract	by	993	4646	121
I-abstract	problems	993	4646	121
I-abstract	in	993	4646	121
I-abstract	dis	993	4646	121
I-abstract	-	993	4646	121
I-abstract	tributed	993	4526	121
I-abstract	computing	993	4526	121
I-abstract	,	993	4526	121
I-abstract	we	993	4526	121
I-abstract	consider	993	4526	121
I-abstract	a	993	4526	121
I-abstract	special	993	4526	121
I-abstract	class	993	4526	121
I-abstract	of	993	4526	121
I-abstract	urn	993	4526	121
I-abstract	automata	993	4526	121
I-abstract	called	993	4526	121
I-abstract	pairing	4250	4526	119
I-abstract	automata	4250	4526	119
I-abstract	that	993	4407	121
I-abstract	model	993	4407	121
I-abstract	systems	993	4407	121
I-abstract	of	993	4407	121
I-abstract	finite	993	4407	121
I-abstract	-	993	4407	121
I-abstract	state	993	4407	121
I-abstract	machines	993	4407	121
I-abstract	that	993	4407	121
I-abstract	interact	993	4407	121
I-abstract	through	993	4407	121
I-abstract	random	993	4407	121
I-abstract	pairwise	993	4407	121
I-abstract	encounters	993	4407	121
I-abstract	.	993	4407	121
I-abstract	We	993	4287	121
I-abstract	show	993	4287	121
I-abstract	that	993	4287	121
I-abstract	pairing	993	4287	121
I-abstract	automata	993	4287	121
I-abstract	recognize	993	4287	121
I-abstract	precisely	993	4287	121
I-abstract	the	993	4287	121
I-abstract	symmetric	993	4287	121
I-abstract	languages	993	4287	121
I-abstract	recognized	993	4287	121
I-abstract	by	993	4287	121
I-abstract	urn	993	4287	121
I-abstract	automata	993	4168	121
I-abstract	.	993	4168	121

# file: /home/timv/projects/textmill/RexaTextmill/../data/rexa-fullpaper/ghuang/http:##adonis.ee.queensu.ca:8000#sac#sac97#papers#paper31.ps.pp.tagged.xml.timv.xml.timv2.xml
I-title	A	1176	6955	-1
I-title	Systematic	1176	6955	-1
I-title	Procedure	1176	6955	-1
I-title	for	1176	6955	-1
I-title	Applying	1176	6955	-1
I-title	Fast	1176	6955	-1
I-title	Correlation	938	6736	157
I-title	Attacks	938	6736	157
I-title	to	938	6736	157
I-title	Combiners	938	6736	157
I-title	with	938	6736	157
I-title	Memory	938	6736	157
B-author	M.	1446	6447	107
I-author	Salmasizadeh	1446	6447	107
B-author	J.	1446	6447	107
I-author	Golic	1446	6447	107
B-author	E.	1446	6447	107
I-author	Dawson	1446	6447	107
B-author	L.	1446	6447	107
I-author	Simpson	1446	6447	107
I-institution	Information	1446	6447	107
I-institution	Security	1446	6447	107
I-institution	Research	1446	6447	107
I-institution	Centre	1446	6447	107
I-institution	,	1446	6447	107
I-institution	Queensland	1446	6447	107
I-institution	University	1446	6447	107
I-institution	of	1446	6447	107
I-institution	Technology	1446	6447	107
I-address	GPO	2034	6168	107
I-address	Box	2034	6168	107
I-address	2434	2034	6168	107
I-address	,	2034	6168	107
I-address	Brisbane	2034	6168	107
I-address	Q	2034	6168	107
I-address	4001	2034	6168	107
I-address	,	2034	6168	107
I-address	Australia	2034	6168	107
I-email	Email	1873	6028	107
I-email	:	1873	6028	107
I-email	f	1873	6028	107
I-email	salmasi	1873	6028	107
I-email	,	1873	6028	107
I-email	dawson	1873	6028	107
I-email	,	1873	6028	107
I-email	simpsong@fit.qut.edu.au	1873	6028	107
I-institution	2	1640	5925	71
I-institution	Electronic	1718	5889	100
I-institution	Research	1718	5889	100
I-institution	Centre	1718	5889	100
I-institution	,	1718	5889	100
I-institution	Sharif	1718	5889	100
I-institution	University	1718	5889	100
I-institution	of	1718	5889	100
I-institution	Technology	1718	5889	100
I-address	P.O. 	2227	5750	100
I-address	Box	2227	5750	100
I-address	11365-8639	2227	5750	100
I-address	,	2227	5750	100
I-address	Tehran	2227	5750	100
I-address	,	2227	5750	100
I-address	Iran	2227	5750	100
I-address	3	1716	5647	71
I-institution	Faculty	1794	5610	100
I-institution	of	1794	5610	100
I-institution	Electrical	1794	5610	100
