I-title	A	1176	6955	-1
I-title	Systematic	1176	6955	-1
I-title	Procedure	1176	6955	-1
I-title	for	1176	6955	-1
I-title	Applying	1176	6955	-1
I-title	Fast	1176	6955	-1
I-title	Correlation	938	6736	157
I-title	Attacks	938	6736	157
I-title	to	938	6736	157
I-title	Combiners	938	6736	157
I-title	with	938	6736	157
I-title	Memory	938	6736	157
B-author	M.	1446	6447	107
I-author	Salmasizadeh	1446	6447	107
B-author	J.	1446	6447	107
I-author	Golic	1446	6447	107
B-author	E.	1446	6447	107
I-author	Dawson	1446	6447	107
B-author	L.	1446	6447	107
I-author	Simpson	1446	6447	107
I-institution	Information	1446	6447	107
I-institution	Security	1446	6447	107
I-institution	Research	1446	6447	107
I-institution	Centre	1446	6447	107
I-institution	,	1446	6447	107
I-institution	Queensland	1446	6447	107
I-institution	University	1446	6447	107
I-institution	of	1446	6447	107
I-institution	Technology	1446	6447	107
I-address	GPO	2034	6168	107
I-address	Box	2034	6168	107
I-address	2434	2034	6168	107
I-address	,	2034	6168	107
I-address	Brisbane	2034	6168	107
I-address	Q	2034	6168	107
I-address	4001	2034	6168	107
I-address	,	2034	6168	107
I-address	Australia	2034	6168	107
I-email	Email	1873	6028	107
I-email	:	1873	6028	107
I-email	f	1873	6028	107
I-email	salmasi	1873	6028	107
I-email	,	1873	6028	107
I-email	dawson	1873	6028	107
I-email	,	1873	6028	107
I-email	simpsong@fit.qut.edu.au	1873	6028	107
I-institution	2	1640	5925	71
I-institution	Electronic	1718	5889	100
I-institution	Research	1718	5889	100
I-institution	Centre	1718	5889	100
I-institution	,	1718	5889	100
I-institution	Sharif	1718	5889	100
I-institution	University	1718	5889	100
I-institution	of	1718	5889	100
I-institution	Technology	1718	5889	100
I-address	P.O. 	2227	5750	100
I-address	Box	2227	5750	100
I-address	11365-8639	2227	5750	100
I-address	,	2227	5750	100
I-address	Tehran	2227	5750	100
I-address	,	2227	5750	100
I-address	Iran	2227	5750	100
I-address	3	1716	5647	71
I-institution	Faculty	1794	5610	100
I-institution	of	1794	5610	100
I-institution	Electrical	1794	5610	100
I-institution	Engineering	1794	5610	100
I-institution	,	1794	5610	100
I-institution	University	1794	5610	100
I-institution	of	1794	5610	100
I-institution	Belgrade	1794	5610	100
I-address	Bulevar	1889	5470	100
I-address	Revolucije	1889	5470	100
I-address	73	1889	5470	100
I-address	,	1889	5470	100
I-address	11001	1889	5470	100
