I-title	The	698	6641	-1
I-title	Design	698	6641	-1
I-title	and	698	6641	-1
I-title	Verification	698	6641	-1
I-title	of	698	6641	-1
I-title	A	698	6641	-1
I-title	High	698	6641	-1
I-title	-	698	6641	-1
I-title	Performance	698	6641	-1
I-title	Low	698	6641	-1
I-title	-	698	6641	-1
I-title	Control	698	6641	-1
I-title	-	698	6641	-1
I-title	Overhead	698	6641	-1
I-title	Asynchronous	1709	6461	187
I-title	Differential	1709	6461	187
I-title	Equation	1709	6461	187
I-title	Solver	1709	6461	187
B-author	Kenneth	680	6172	145
I-author	Y.	680	6172	145
I-author	Yun	680	6172	145
B-author	Peter	680	6172	145
I-author	A.	680	6172	145
I-author	Beerel	680	6172	145
B-author	Vida	680	6172	145
I-author	Vakilotojar	680	6172	145
B-author	Ayoob	680	6172	145
I-author	E.	680	6172	145
I-author	Dooply	680	6172	145
B-author	Julio	680	6172	145
I-author	Arceo	680	6172	145
I-institution	ECE	680	6172	145
I-institution	Dept.	680	6172	145
I-institution	,	680	6172	145
I-institution	University	680	6172	145
I-institution	of	680	6172	145
I-institution	California	680	6172	145
I-institution	,	680	6172	145
I-institution	San	680	6172	145
I-institution	Diego	680	6172	145
I-institution	EE-S	680	6172	145
I-institution	ystems	680	6172	145
I-institution	Dept.	680	6172	145
I-institution	,	680	6172	145
I-institution	University	680	6172	145
I-institution	of	680	6172	145
I-institution	Southern	680	6172	145
I-institution	California	680	6172	145
I-abstract	Abstract	680	6172	145
I-abstract	This	583	5131	121
I-abstract	paper	583	5131	121
I-abstract	describes	583	5131	121
I-abstract	the	583	5131	121
I-abstract	design	583	5131	121
I-abstract	and	583	5131	121
I-abstract	verification	583	5131	121
I-abstract	of	583	5131	121
I-abstract	a	583	5131	121
I-abstract	high	583	5131	121
I-abstract	-	583	5131	121
I-abstract	performance	583	5011	121
I-abstract	asynchronous	583	5011	121
I-abstract	differential	583	5011	121
I-abstract	equation	583	5011	121
I-abstract	solver	583	5011	121
I-abstract	.	583	5011	121
I-abstract	The	583	4891	121
I-abstract	design	583	4891	121
I-abstract	has	583	4891	121
I-abstract	low	583	4891	121
I-abstract	control	583	4891	121
I-abstract	overhead	583	4891	121
I-abstract	which	583	4891	121
I-abstract	allows	583	4891	121
I-abstract	the	583	4891	121
I-abstract	average	583	4772	121
I-abstract	-	583	4772	121
I-abstract	case	583	4772	121
I-abstract	delay	583	4772	121
I-abstract	to	583	4772	121
I-abstract	be	583	4772	121
I-abstract	48	583	4772	121
I-abstract	%	583	4772	121
I-abstract	faster	583	4772	121
I-abstract	(	583	4772	121
I-abstract	tested	583	4772	121
I-abstract	at	583	4772	121
I-abstract	22	2514	4772	96
I-abstract	ffi	2615	4808	20
I-abstract	C	2660	4772	96
I-abstract	and	2767	4772	121
I-abstract	3.	583	4652	121
I-abstract	3	583	4652	121
I-abstract	V	583	4652	121
I-abstract	)	583	4652	121
I-abstract	than	583	4652	121
I-abstract	any	583	4652	121
I-abstract	comparable	583	4652	121
I-abstract	synchronous	583	4652	121
I-abstract	design	583	4652	121
I-abstract	(	583	4652	121
I-abstract	simulated	583	4652	121
I-abstract	at	583	4533	121
I-abstract	100	691	4533	96
I-abstract	ffi	842	4569	20
I-abstract	C	887	4533	96
I-abstract	and	996	4533	121
I-abstract	3	996	4533	121
I-abstract	V	996	4533	121
I-abstract	)	996	4533	121
I-abstract	.	996	4533	121
I-abstract	The	996	4533	121
I-abstract	techniques	996	4533	121
I-abstract	to	996	4533	121
I-abstract	reduce	996	4533	121
I-abstract	completion	996	4533	121
I-abstract	sensing	583	4413	121
I-abstract	overhead	583	4413	121
I-abstract	and	583	4413	121
I-abstract	hide	583	4413	121
I-abstract	control	583	4413	121
I-abstract	overhead	583	4413	121
I-abstract	at	583	4413	121
I-abstract	the	583	4413	121
I-abstract	circuit	583	4413	121
I-abstract	,	583	4413	121
I-abstract	architectural	583	4293	121
I-abstract	,	583	4293	121
I-abstract	and	583	4293	121
I-abstract	protocol	583	4293	121
I-abstract	levels	583	4293	121
I-abstract	are	583	4293	121
I-abstract	discussed	583	4293	121
I-abstract	.	583	4293	121
I-abstract	In	583	4293	121
I-abstract	addi	583	4293	121
I-abstract	-	583	4293	121
I-abstract	tion	583	4174	121
I-abstract	,	583	4174	121
I-abstract	symbolic	583	4174	121
I-abstract	model	583	4174	121
I-abstract	checking	583	4174	121
I-abstract	techniques	583	4174	121
I-abstract	are	583	4174	121
I-abstract	described	583	4174	121
I-abstract	that	583	4054	121
I-abstract	were	583	4054	121
I-abstract	used	583	4054	121
I-abstract	to	583	4054	121
I-abstract	gain	583	4054	121
I-abstract	higher	583	4054	121
I-abstract	confidence	583	4054	121
I-abstract	in	583	4054	121
I-abstract	the	583	4054	121
I-abstract	correctness	583	4054	121
I-abstract	of	583	3934	121
I-abstract	the	583	3934	121
I-abstract	timed	583	3934	121
I-abstract	distributed	583	3934	121
I-abstract	control	583	3934	121
I-abstract	.	583	3934	121
